SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment
20010009,WATER DRINKING CRYSTAL 500ML.1x24,น้ำดื่ม คริสตัล 500มล.1x24/ลัง,CASE,,,70,,,,Included,0,,
"
55000001","BOTTLE CRYSTAL 500 ML.
B",ขวดน้ำดื่มคริสตัล 500มล.(ขวดเปล่า),BTL,,,5,,,,N,0,,
