SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment
'12010145,OKRA,กระเจี๊ยบเขียว,KG,,,61,,,,,,,
'12010067,RHY ZOME,กระชาย,KG,,,64,,,,,,,
'12010087,กระเทียมจีนหัว(829336),กระเทียมจีนหัว(829336),KG,,,75,,,,,,,
'15010072,FRIED GARLIC 0.5KG,กระเทียมเจียว 0.5 กก.,BAG,,,91,,,,,,,
'12010158,WHOLE THAI GARLIC,กระเทียมไทย,KG,,,151,,,,,,,
'12010086,กระเทียมไทยกลีบ,กระเทียมไทยกลีบ,KG,,,151,,,,,,,
'12010132,GARLIC LARGE,กระเทียมใหญ่,KG,,,75,,,,,,,
'12010098,GARLIC LARGE & TO LEVER OUT,กระเทียมใหญ่(แกะ),KG,,,112,,,,,,,
'12010034,HOT BASIL,กระเพรา,KG,,,81,,,,,,,
'15010140,MAW FISH DRY SMALL,กระเพาะปลาแห้งหลอดเล็ก,KG,,,828,,,,,,,
'15010139,MAW FISH DRY BIG,กระเพาะปลาแห้งหลอดใหญ่,KG,,,759,,,,,,,
'12010033,GREEN OAK 0.5 KG.,กรีนโอ๊ด 0.5 กก.,KG,,,146,,,,,,,
'15040011,NOODLE CHAN,ก๋วยเตี๋ยวเส้นจันทร์(เส้นผัดไท)ตรากระต่าย,KG,,,38,,,,,,,
'15040016,NOODLE SMALL,ก๋วยเตี๋ยวเส้นเล็ก,KG,,,38,,,,,,,
'15040004,NOODLE BIG,ก๋วยเตี๋ยวเส้นใหญ่,KG,,,29,,,,,,,
'12010038,KWANG TUNG,กวางตุ้ง,KG,,,28,,,,,,,
'15060015,SHRIMP PASTE CURRY,กะปิแกง,KG,,,42,,,,,,,
'15060021,กะปิแกงอย่างดี,กะปิแกงอย่างดี,KG,,,42,,,,,,,
'15060004,GROUND SHRIMP PASTE,กะปิน้ำพริก,KG,,,76,,,,,,,
'15060022,กะปิน้ำพริกอย่างดี,กะปิน้ำพริกอย่างดี,KG,,,76,,,,,,,
'12010114,CABBAGE  WHITE,กะหล่ำปลีขาว,KG,,,37,,,,,,,
'12010103,RED CABBAGE,กะหล่ำม่วง,KG,,,44,,,,,,,
'12010042,LETTUCE ICEBERG,กาดแก้ว,KG,,,59,,,,,,,
'12010082,WHITE LETTUCE,กาดขาว,KG,,,33,,,,,,,
'12010041,LETTUCE GREEN,กาดหอมสีเขียว,KG,,,78,,,,,,,
'15130038,CLOVES ( KAN PHU ),กานพลู,KG,,,690,,,,,,,
'15010033,KUNG-SIAB,กุ้งเสียบใหญ่,KG,,,830,,,,,,,
'15010022,DRY SHRIMP MID,กุ้งแห้งกลาง,KG,,,595,,,,,,,
'15010023,DRY SHRIMP SMALL,กุ้งแห้งเล็ก,KG,,,494,,,,,,,
'15010110,DRY SHRIMP LARGE,กุ้งแห้งใหญ่,KG,,,616,,,,,,,
'15010066,SAUSAGE CHINESE,กุนเชียงไก่ธรรมดา,KG,,,131,,,,,,,
'12010020,CHINESES CHIVES,กุ้ยฉ่ายเขียว(ต้น),KG,,,57,,,,,,,
'15010173,เก๊กฮวยแห้ง,เก๊กฮวยแห้ง,KG,,,504,,,,,,,
'16020003,KANOM KLONG KLEAK,ขนมคลองแคลงดิบ,KG,,,57,,,,,,,
'15040007,THAI VERMICELLI,ขนมจีน,KG,,,23,,,,,,,
'16020010,KANOM THONG YOD,ขนมทองหยอด,PCS,,,4,,,,,,,
'16020009,KANOM THONG YIB,ขนมทองหยิบ,PCS,,,4,,,,,,,
'16020007,KANOM BAULOY PHUKET,ขนมบัวลอยดิบ-ภูเก็ต,KG,,,83,,,,,,,
'16020008,KANOM FOUY THONG,ขนมฝอยทอง,PCS,,,15,,,,,,,
'16020013,MED KANUN,ขนมเม็ดขนุน,PCS,,,4,,,,,,,
'16020002,KANOM LOD CHONG PANDANUS,ขนมลอดช่องใบเตย,KG,,,30,,,,,,,
'16020017,ขนมสอดไส้,ขนมสอดไส้,PCS,,,9,,,,,,,
'12010111,TURMERIC WHITE,ขมิ้นขาว,KG,,,195,,,,,,,
'15130052,KAMIN-POWDER,ขมิ้นผง,KG,,,250,,,,,,,
'12010037,KAMIN FRESH,ขมิ้นสด,KG,,,34,,,,,,,
'12010131,GALANGA WHOLE STRONG,ข่าแก่,KG,,,45,,,,,,,
'15010061,ข้าวตังดิบ,ข้าวตังดิบ,KG,,,158,,,,,,,
'12010022,CORN ON THE COB,ข้าวโพดฝัก(ปอกเปลือก),KG,,,27,,,,,,,
'12010129,CORN ON THE NO COB,ข้าวโพดฝัก(ไม่ปอกเปลือก),KG,,,24,,,,,,,
'12010001,BABY CORN,ข้าวโพดอ่อน,KG,,,59,,,,,,,
'15140016,WHITH GLUTINOUS RICE RAITIP 1 KG. (223239),ข้าวเหนียว ไร่ทิพย์ 1 กก.(223239),KG,,,47,,,,,,,
'15140009,STICKY RICE BLACK 1KG.,ข้าวเหนียวดำดิบ 1 กก.,KG,,,75,,,,,,,
'16020014,STICKY RICE MOON,ข้าวเหนียวมูนขาว,KG,,,133,,,,,,,
'12010030,GALANGA WHOLE YOUNG(323648),ข่าอ่อน(323648),KG,,,45,,,,,,,
'12010031,GINGER OLD,ขิงแก่,KG,,,47,,,,,,,
'12010149,PICKLED GINGE,ขิงดอง,BTL,,,152,,,,,,,
'12010032,GINGER SLICED,ขิงฝอย,KG,,,59,,,,,,,
'12010138,KANANG,แขนง,KG,,,94,,,,,,,
'14060006,EGG SALTED,ไข่เค็มดิบ,PCS,,,10,,,,,,,
'14060003,BOILED EGG SALTED,ไข่เค็มสุก,PCS,,,10,,,,,,,
'14060007,QUAIL EGG 50 PCS(132312),ไข่นกกระทาดิบ 50 ฟอง(132312),PCS,,,3,,,,,,,
'14060008,QUAIL EGG PEEL(1x50),ไข่นกกระทาปอกเปลือก(1x50),PACK,,,150,,,,,,,
'14060004,CENTURY EGG,ไข่เยี่ยวม้า,PCS,,,14,,,,,,,
'12010036,KALE,คะน้า,KG,,,56,,,,,,,
'12010088,คะน้าฮ่องกง,คะน้าฮ่องกง,KG,,,118,,,,,,,
'12010108,CELERY THAI,คื่นช่ายไทย,KG,,,108,,,,,,,
'12010011,CELERY IMPORT,คื่นช่ายฝรั่ง,SET,,,88,,,,,,,
'15060005,KATI PASTE CURRY,เครื่องแกงกะทิ,KG,,,68,,,,,,,
'15060019,YELLOW PASTE  CURRY,เครื่องแกงกะหรี่,KG,,,98,,,,,,,
'15060003,GREEN PASTE  CURRY,เครื่องแกงเขียวหวาน,KG,,,81,,,,,,,
'15060026,KUA KLING CURRY (851293),เครื่องแกงคั่วกลิ้ง (851293),KG,,,93,,,,,,,
'15060014,RED PASTE  CURRY,เครื่องแกงแดง,KG,,,68,,,,,,,
'15060017,TAIPLA PASTE  CURRY,เครื่องแกงไตปลา,KG,,,88,,,,,,,
'15060012,PED PASTE CURRY,เครื่องแกงผัดเผ็ด,KG,,,68,,,,,,,
'15060002,CHILI PASTE CURRY,เครื่องแกงพริก,KG,,,92,,,,,,,
