SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment
'20000001,COKE CAN 325 ML.(1x24)/(358579)==,โค้ก(กระป๋อง) 325มล.(1x24)/(358579),TRAY,,,10,,,,N,0,,
'20000002,COKE LIGHT CAN 325 ML.(1x24)/(100512),โค้กไลท์(กระป๋อง) 325มล.(1x24)/(100512),TRAY,,,,,,,N,0,,
'20000003,COKE PLASTIC BTL 1.25 L. (1x12)/(358891),โค้ก(ขวด) 1.25ล.(1x12)/(358891),PACK,,,,,,,N,0,,
'20000004,ORANGE FANTA CAN 325 ML.(1x24)/(358657),น้ำส้มแฟนต้า(กระป๋อง) 325มล.(1x24)/(358657),TRAY,,,,,,,N,0,,
'20000005,ORANGE FANTA PLASTIC BTL 1.25L.(1x12)/(359151),น้ำส้มแฟนต้า(ขวด) 1.25ล.(1x12)/(359151),PACK,,,,,,,N,0,,
'20000006,SCHWEPPES GINGER ALE CAN 330 ML. (1x24) (146882),SCHWEPPES GINGER ALE CAN 330 ML. (1x24) (146882),TRAY,,,,,,,N,0,,
'20000007,SCHWEPPES TONIC WATER CAN 330 ML. (1x24) (146879),SCHWEPPES TONIC WATER CAN 330 ML. (1x24) (146879),TRAY,,,,,,,N,0,,
'20000008,SODA WATER ONE WAY SINGHA 325 ML.(1x24)/(160629),โซดาวันเวย์ สิงห์ 325มล.(1x24)/(160629),TRAY,,,,,,,N,0,,
'20000009,SPRITE CAN 325 ML. (1x24) (358839),SPRITE CAN 325 ML. (1x24) (358839),TRAY,,,,,,,N,0,,
'20000010,SPRITE PLASTIC BTL 1.25 L. (1x12) (358930),SPRITE PLASTIC BTL 1.25 L. (1x12) (358930),PACK,,,,,,,N,0,,
'20000011,ESPRESSO BIRDY 180ML.(1*6)/PACK(151318),กาแฟเอสเปรสโซ เบอร์ดี้ 180 มล.(1*6)/(151318),PACK,,,,,,,N,0,,
'20000012,ROBUSTA BIRDY 180ML.(1*6)/PACK,กาแฟโรบัสต้า เบอร์ดี้ 180มล.(1*6)/แพ็ค,PACK,,,,,,,N,0,,
'20000013,COKE ZERO CAN 325 ML. (1x24) (100511),โค้กซีโร่(กระป๋อง) 325มล.(1x24)/(100511),TRAY,,,,,,,N,0,,
'20000014,ORANGE FANTA CAN 325ML.(1x6)/(163773),น้ำส้มแฟนต้า(กระป๋อง)325มล.(1x6)/(163773),PACK,,,,,,,N,0,,
'20000015,RED BULL CAN 250 ML. (1x24) (227728),RED BULL CAN 250 ML. (1x24) (227728),TRAY,,,,,,,N,0,,
'20000016,SCHWEPPES SODA WATER CAN 330 ML. (1x24) (146880),SCHWEPPES SODA WATER CAN 330 ML. (1x24) (146880),TRAY,,,,,,,N,0,,
'20000017,SODA WATER ROCK 325 ML.(1x24)/(810465),โซดาร๊อค 325มล. (1x24)/(810465),TRAY,,,,,,,N,0,,
'20000018,RED BULL BTL 150 ML  (1x10 PCS) (128499),กระทิงแดงขวด 150 มล. (1x10 ขวด) (128499),PACK,,,,,,,N,0,,
'20000019,test inactive,test inactive,BAG,,,,,,,N,0,,
'20010001,WATER DRINKING CHANG 1500 ML.(1x6)/PACK,น้ำดื่มช้าง 1500 มล.(1x6)/แพ็ค,PACK,,,,,,,N,0,,
'20010002,WATER DRINKING  CHANG 600 ML.(1x12)/(110140),น้ำดื่มช้าง 600 มล.(1x12)/แพ็ค(110140),PACK,,,,,,,N,0,,
'20010003,WATER DRINKING TANK 18.90L.,น้ำดื่มถัง 18.90 ลิตร,TANK,,,,,,,N,0,,
'20010004,WATER SPARKLING MINERAL CHANG(GLASS BTL.)350ML.1x24/PACK,น้ำแร่ธรรมชาติ ตราช้าง(ขวดแก้วชนิดอัดก๊าซ) 350มล.(1x24)/แพ็ค,PACK,,,,,,,N,0,,
'20010005,WATER NATURAL SANPELLGRINO 500 ML.(1x6)/(225218),น้ำแร่ธรรมชาติ ซานเพลลีกรีโน 500 มล.(1x6)/(225218),PACK,,,,,,,N,0,,
'20010006,WATER MINERE 500ML. (1x12)/(198281),นํ้าแร่มิเนเร่ 500 มล.(1x12)/(198281),PACK,,,,,,,N,0,,
'20010007,WATER ARO 350 ML. (1x18) (200553),น้ำดื่ม เอโร่ 350มล.(1x18)/(200553),PACK,,,,,,,N,0,,
'20010008,AURA Natural Mineral Water 330 ML (1x15) (215408),น้ำแร่ธรรมชาติ ออร่า 330 ML (1x15) (215408),PACK,,,,,,,N,0,,
'20010009,WATER DRINKING CRYSTAL 500ML.1x24/CASE,น้ำดื่ม คริสตัล 500มล.1x24/ลัง,BTL,,,,,,,N,0,,
'20010010,WATER DRINKING  BTL 330ML.(1x12)/(834640),น้ำดื่มเพียวไลท์ เนสเล่ 330 มล.(1x12)/(834640),PACK,,,,,,,N,0,,
'20010011,WATER DRINKING S.P.A. 19L.,น้ำดื่ม ตราเอสพีเอ 19 ลิตร,TANK,,,,,,,N,0,,
'20010012,WATER MINERAL STILL CHANG(GLASS BTL.) 350 ML.(1x24),น้ำแร่ธรรมชาติ ตราช้าง(ขวดแก้ว) 350 มล.(1x24)/แพ็ค,PACK,,,,,,,N,0,,
'21000001,BEER CORONA EXTRA BTL 330 ML. (1x24),เบียร์โคโรน่าเอ็กซ์ตร้า(ขวด) 330มล.(1x24)/ลัง,CASE,,,,,,,N,0,,
'21010001,BEER CHANG CLASSIC CAN 320 ML.(1*24)/(250315),เบียร์ช้างคลาสสิค(กระป๋อง)320มล. (1*24)/(250315),TRAY,,,,,,,A,7,,
'21010002,BEER CHANG COLD BREW CAN 490 ML.(1x12)/(854716),เบียร์ช้างโคลด์บูรว์(กระป๋อง)490มล.(1x12)/(854716),TRAY,,,,,,,N,0,,
'21010003,BEER CHANG LARGE 620 ML.(1x12)/(190814),เบียร์ช้างคลาสสิค(ขวด)620มล.(1x12)/(190814),CASE,,,,,,,N,0,,
'21010004,BEER CHANG(DRAUGHT) 30L./TANK,เบียร์ช้างสด 30 ลิตร/ถัง,TANK,,,,,,,N,0,,
'21010005,BEER HEINEKEN CAN 320 ML.(1x24)(805003),เบียร์ไฮเนเก้น 320มล.(1x24)/(805003),TRAY,,,,,,,N,0,,
'21010006,BEER SINGHA CAN 320 ML.(1x24)/(223275),เบียร์สิงห์(กระป๋อง) 320มล.(1x24)/(223275),TRAY,,,,,,,N,0,,
'21010007,BEER CHANG COLD BREW BTL 620ML.(1x12)/(853030),เบียร์ช้างโคลด์บูรว์(ขวด )620มล.(1x12)/(853030),CASE,,,,,,,N,0,,
'21010008,BEER CHANG CLASSIC SMALL BTL 320ML.(1x24)/(330603),เบียร์ช้างคลาสสิค(ขวด ) 320 ML.(1x24)/(330603),CASE,,,,,,,N,0,,
'21010009,BEER HEINEKEN DRAUGHT 30L./TANK,เบียร์ไฮเนเก้นสด 30ล./ถัง,TANK,,,,,,,N,0,,
'21010010,BEER SINGHA DRAUGHT  30L./TANK,เบียร์สิงห์สด 30ล./ถัง,TANK,,,,,,,N,0,,
