StoreId,ProductCode,ProductDesc1,ProductDesc2,InventoryUnit,Qty
1WC01,CO700001,ANAKENA BIRDMAN MERLOT 750 ML.,ANAKENA BIRDMAN MERLOT 750 ML.,BTL,1
1WC01,CO700005,ECLIPSE SOLAR RED SHIRAZ CABERNET 750 ML.,ECLIPSE SOLAR RED SHIRAZ CABERNET 750 ML.,BTL,2
1WC01,CO700007,BELLE VILLE GRENACHE SHIRAZ MERLOT,BELLE VILLE GRENACHE SHIRAZ MERLOT,BTL,1
1WC01,CO700016,TAHUNA PINOT NOIR,TAHUNA PINOT NOIR,BTL,2
