SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment
'34020001,GAS LIQUEFIED PETROLEUM 48 KG,แก๊สถังใหญ่   48 KG,TANK,,,1295.97,,,,N,0,,
'34020002,LIQUEFIED PETROLEUM GAS 15 KG,แก๊ส 15 กก,TANK,,,428.36,,,,N,0,,
